system:index,BII2020,.geo
190,0.9499671459197998,"{""type"":""Point"",""coordinates"":[110.27305924697662,-1.6242797624440348]}"
193,0.996493399143219,"{""type"":""Point"",""coordinates"":[114.86098029210872,1.5543539468690595]}"
195,0.8936434388160706,"{""type"":""Point"",""coordinates"":[111.3796188106059,-0.8537286809635912]}"
199,0.9847089052200317,"{""type"":""Point"",""coordinates"":[113.16254473548234,-0.5404255627211356]}"
202,0.9862861633300781,"{""type"":""Point"",""coordinates"":[114.59799496777883,0.9165512692754006]}"
204,0.9800666570663452,"{""type"":""Point"",""coordinates"":[116.56211781910415,2.742789346612194]}"
205,0.9005425572395325,"{""type"":""Point"",""coordinates"":[113.9786457068513,-1.7427021159773026]}"
207,0.9315521717071533,"{""type"":""Point"",""coordinates"":[117.21594708010689,2.3642184565069853]}"
213,0.9916487336158752,"{""type"":""Point"",""coordinates"":[115.71037576533755,4.178099445501983]}"
216,0.9637470245361328,"{""type"":""Point"",""coordinates"":[111.78500127998268,-1.4794786214691809]}"
219,0.9324239492416382,"{""type"":""Point"",""coordinates"":[118.26409945927675,1.0755599775069407]}"
222,0.9733556509017944,"{""type"":""Point"",""coordinates"":[113.94993346561438,-0.10315834721374029]}"
224,0.9929744601249695,"{""type"":""Point"",""coordinates"":[114.08654296938309,0.9175541546095274]}"
228,0.943861186504364,"{""type"":""Point"",""coordinates"":[115.22062764737557,-0.40245174977173215]}"
231,0.9831674098968506,"{""type"":""Point"",""coordinates"":[112.51883436839954,-0.5886213815800735]}"
232,0.9777268171310425,"{""type"":""Point"",""coordinates"":[113.25177795582533,-2.4047020401135595]}"
234,0.9496207237243652,"{""type"":""Point"",""coordinates"":[110.73722117051103,-0.828223079810341]}"
236,0.9585460424423218,"{""type"":""Point"",""coordinates"":[112.27600500609779,-1.5633331400164165]}"
237,0.9885610938072205,"{""type"":""Point"",""coordinates"":[115.55239781737556,2.366403713072813]}"
238,0.8890087604522705,"{""type"":""Point"",""coordinates"":[115.93141730492074,-2.3071723970613864]}"
239,0.998736560344696,"{""type"":""Point"",""coordinates"":[114.90532369688619,2.0127797660838396]}"
240,0.9750148057937622,"{""type"":""Point"",""coordinates"":[113.47281984282094,1.1849610962729942]}"
242,0.9891209602355957,"{""type"":""Point"",""coordinates"":[112.50269390624257,-0.8435697399415232]}"
243,0.9912140965461731,"{""type"":""Point"",""coordinates"":[115.16313122725496,1.1288435431955894]}"
244,0.9191070795059204,"{""type"":""Point"",""coordinates"":[116.27150211126383,-0.8120271146714075]}"
247,0.9641839861869812,"{""type"":""Point"",""coordinates"":[114.75331371697314,-2.157901725854403]}"
249,0.9841794371604919,"{""type"":""Point"",""coordinates"":[115.33826998390637,0.6175940673981841]}"
250,0.9995273351669312,"{""type"":""Point"",""coordinates"":[114.02271879638977,1.074505522512106]}"
252,0.9273707866668701,"{""type"":""Point"",""coordinates"":[114.32261620124514,-1.6719534433374053]}"
253,0.995020866394043,"{""type"":""Point"",""coordinates"":[115.25997599374307,0.7697078781306412]}"
254,0.9877715110778809,"{""type"":""Point"",""coordinates"":[115.37813676003508,2.6910192584830215]}"
255,0.9916477799415588,"{""type"":""Point"",""coordinates"":[113.46982606629987,0.4247156840921506]}"
256,0.9855543971061707,"{""type"":""Point"",""coordinates"":[115.49487156413866,0.6481749241294559]}"
258,0.9477210640907288,"{""type"":""Point"",""coordinates"":[113.095184694492,-2.5444197330297693]}"
259,0.9784994721412659,"{""type"":""Point"",""coordinates"":[112.68879664546252,0.6748676567038785]}"
260,0.9593744277954102,"{""type"":""Point"",""coordinates"":[111.56524647574147,-1.2700887353294037]}"
262,0.9474708437919617,"{""type"":""Point"",""coordinates"":[115.33335154059488,-1.7459596250180094]}"
264,0.9808278679847717,"{""type"":""Point"",""coordinates"":[116.38112337591289,-0.8948517285556307]}"
268,0.9932894110679626,"{""type"":""Point"",""coordinates"":[114.2453303846955,0.5199738194540633]}"
271,0.896691620349884,"{""type"":""Point"",""coordinates"":[115.08929565832912,0.9612974612293267]}"
274,0.9059249758720398,"{""type"":""Point"",""coordinates"":[113.88893075992861,-2.3095812328939744]}"
276,0.959234356880188,"{""type"":""Point"",""coordinates"":[111.1261790267709,-1.002444084696449]}"
277,0.9233320355415344,"{""type"":""Point"",""coordinates"":[115.86744018690494,-2.595071892467437]}"
280,0.9808414578437805,"{""type"":""Point"",""coordinates"":[116.06174224012528,4.113268319437381]}"
282,0.8000659346580505,"{""type"":""Point"",""coordinates"":[109.37638445332304,0.2912342255461718]}"
286,0.9271570444107056,"{""type"":""Point"",""coordinates"":[111.59124523671383,-0.6132528695008402]}"
287,0.9152297377586365,"{""type"":""Point"",""coordinates"":[111.73409193047239,-0.010385037111777254]}"
290,0.9974194169044495,"{""type"":""Point"",""coordinates"":[114.4317188806099,0.6383741792927637]}"
291,0.960444986820221,"{""type"":""Point"",""coordinates"":[113.28555223640953,-0.975260869998056]}"
293,0.9840488433837891,"{""type"":""Point"",""coordinates"":[114.5905454184174,-2.016209378911095]}"
294,0.9670347571372986,"{""type"":""Point"",""coordinates"":[114.17205222055944,-0.23007637127756292]}"
295,0.9477740526199341,"{""type"":""Point"",""coordinates"":[114.20871669848823,-2.1414250015993908]}"
306,0.879146158695221,"{""type"":""Point"",""coordinates"":[115.33041089414435,-1.5328317787125496]}"
307,0.9177021384239197,"{""type"":""Point"",""coordinates"":[111.47963282454323,-2.773575490550072]}"
311,0.9320593476295471,"{""type"":""Point"",""coordinates"":[118.04921203130809,1.5344160188660432]}"
315,0.9994710683822632,"{""type"":""Point"",""coordinates"":[115.90184406448336,1.8085030352578801]}"
317,0.8656622767448425,"{""type"":""Point"",""coordinates"":[116.55188253298707,2.998130444344284]}"
318,0.9792236685752869,"{""type"":""Point"",""coordinates"":[113.76641052284826,-2.7396452788143715]}"
319,0.9778777956962585,"{""type"":""Point"",""coordinates"":[114.55002350913009,0.13610323764480198]}"
320,0.9367572665214539,"{""type"":""Point"",""coordinates"":[115.88620711411767,0.6536593416963689]}"
321,0.9661960005760193,"{""type"":""Point"",""coordinates"":[116.75557339817908,3.1744989014270626]}"
322,0.946241557598114,"{""type"":""Point"",""coordinates"":[115.65040766247131,-0.9919458928613171]}"
326,0.9213271141052246,"{""type"":""Point"",""coordinates"":[118.05606385874998,1.412437174470656]}"
328,0.9995157718658447,"{""type"":""Point"",""coordinates"":[116.0703061679569,1.6767473583914714]}"
329,0.8635202646255493,"{""type"":""Point"",""coordinates"":[115.27809886286786,-0.3482279090990625]}"
334,0.9658018946647644,"{""type"":""Point"",""coordinates"":[116.9305748641606,2.575918007332192]}"
340,0.9986340403556824,"{""type"":""Point"",""coordinates"":[115.517323487486,1.33968522373106]}"
341,0.9992163777351379,"{""type"":""Point"",""coordinates"":[113.83600712020173,1.187091087824387]}"
344,0.997221052646637,"{""type"":""Point"",""coordinates"":[115.4430694786979,1.9629139694093263]}"
347,0.9188418984413147,"{""type"":""Point"",""coordinates"":[114.05706980396042,-1.5224665248686327]}"
350,0.9671435356140137,"{""type"":""Point"",""coordinates"":[116.61203700903798,4.090013333474068]}"
354,0.963879406452179,"{""type"":""Point"",""coordinates"":[113.31075859816701,1.1006089492465316]}"
355,0.9973272085189819,"{""type"":""Point"",""coordinates"":[112.58258433336343,-0.7765574212040948]}"
357,0.9932230114936829,"{""type"":""Point"",""coordinates"":[113.39948213293727,-0.34243663295220433]}"
359,0.9637460112571716,"{""type"":""Point"",""coordinates"":[113.5078388018752,-1.7523994115947041]}"
363,0.9982348680496216,"{""type"":""Point"",""coordinates"":[115.52191495466722,1.1689618954966108]}"
364,0.9995511770248413,"{""type"":""Point"",""coordinates"":[114.41089875474457,1.1422173657254593]}"
365,0.9943755269050598,"{""type"":""Point"",""coordinates"":[116.00653617750808,1.1457909992698025]}"
368,0.9979493021965027,"{""type"":""Point"",""coordinates"":[116.22945649333877,2.6530964384348805]}"
369,0.8813017010688782,"{""type"":""Point"",""coordinates"":[112.69025443466003,-1.3718441908246373]}"
374,0.9268637299537659,"{""type"":""Point"",""coordinates"":[115.35642242985723,-3.5849205652573026]}"
375,0.9957270622253418,"{""type"":""Point"",""coordinates"":[115.44937023195735,2.5283287936656036]}"
378,0.9367803335189819,"{""type"":""Point"",""coordinates"":[115.33402337560983,-1.408160691198838]}"
379,0.8884943127632141,"{""type"":""Point"",""coordinates"":[113.21481007871552,-1.280244840709831]}"
387,0.9867435693740845,"{""type"":""Point"",""coordinates"":[114.96444761572707,0.0295191281317054]}"
388,0.9904476404190063,"{""type"":""Point"",""coordinates"":[115.7425983820802,0.8938419598549422]}"
392,0.96743243932724,"{""type"":""Point"",""coordinates"":[112.4538571926423,0.991317570108048]}"
393,0.9990476369857788,"{""type"":""Point"",""coordinates"":[115.47117544216216,0.9766912177325061]}"
395,0.9973980784416199,"{""type"":""Point"",""coordinates"":[115.69181327279948,2.0989811902689333]}"
396,0.9859341979026794,"{""type"":""Point"",""coordinates"":[114.90041842738691,0.44003002091181487]}"
400,0.9738098382949829,"{""type"":""Point"",""coordinates"":[118.62704036223566,1.1580580879959628]}"
403,0.9954395890235901,"{""type"":""Point"",""coordinates"":[115.84032956774651,3.0526444903033667]}"
404,0.9474129676818848,"{""type"":""Point"",""coordinates"":[115.96019364849776,-1.6885894906132193]}"
410,0.9366524815559387,"{""type"":""Point"",""coordinates"":[111.1647887995274,1.0503300679156342]}"
412,0.9877954721450806,"{""type"":""Point"",""coordinates"":[116.32392143261357,2.6304853615334522]}"
413,0.9766194820404053,"{""type"":""Point"",""coordinates"":[115.01916628944434,0.06328903571370008]}"
416,0.9906179308891296,"{""type"":""Point"",""coordinates"":[115.23939189668387,2.119984424280065]}"
417,0.9009808301925659,"{""type"":""Point"",""coordinates"":[114.94093725460846,-1.7355788854356788]}"
419,0.9386192560195923,"{""type"":""Point"",""coordinates"":[116.40217008344018,3.450304357982104]}"
422,0.9991753101348877,"{""type"":""Point"",""coordinates"":[113.83880244409298,0.5922483661049935]}"
424,0.9956076741218567,"{""type"":""Point"",""coordinates"":[115.98066926139349,2.763766291362122]}"
429,0.994431734085083,"{""type"":""Point"",""coordinates"":[115.32812580748651,1.3566710598622855]}"
432,0.9993659257888794,"{""type"":""Point"",""coordinates"":[114.60958078593065,1.258120404354406]}"
433,0.986501932144165,"{""type"":""Point"",""coordinates"":[115.480777269607,2.3329275887258296]}"
435,0.858765721321106,"{""type"":""Point"",""coordinates"":[116.26115563737177,-1.1298103627481313]}"
436,0.9504809975624084,"{""type"":""Point"",""coordinates"":[112.52419583031605,0.09667855448224184]}"
443,0.9099751114845276,"{""type"":""Point"",""coordinates"":[111.97530298079313,0.9871717416034788]}"
444,0.991753876209259,"{""type"":""Point"",""coordinates"":[115.29759597391259,1.2033356555832924]}"
448,0.982924222946167,"{""type"":""Point"",""coordinates"":[113.53681175577881,-0.11402118514167989]}"
451,0.8541076183319092,"{""type"":""Point"",""coordinates"":[113.03973772031671,-1.7560990401091623]}"
452,0.9774885773658752,"{""type"":""Point"",""coordinates"":[114.90592077135621,1.0605564366579439]}"
453,0.9615269303321838,"{""type"":""Point"",""coordinates"":[111.70917530919847,0.7338172277023833]}"
457,0.9128364324569702,"{""type"":""Point"",""coordinates"":[109.26157217162094,0.9386054374298852]}"
459,0.9662616848945618,"{""type"":""Point"",""coordinates"":[112.71368695255816,0.9194999317425322]}"
460,0.9994514584541321,"{""type"":""Point"",""coordinates"":[114.25150586922231,1.0646929058021375]}"
461,0.9463643431663513,"{""type"":""Point"",""coordinates"":[113.2227792285121,-1.1659748160892096]}"
462,0.944041907787323,"{""type"":""Point"",""coordinates"":[115.00830082767912,-1.3897222232092028]}"
463,0.9560738801956177,"{""type"":""Point"",""coordinates"":[113.497010490523,-0.6159900073296598]}"
470,0.9982598423957825,"{""type"":""Point"",""coordinates"":[116.33282172520623,3.9007216373165847]}"
472,0.975401759147644,"{""type"":""Point"",""coordinates"":[113.76115854580307,-2.403453255200572]}"
474,0.9985899329185486,"{""type"":""Point"",""coordinates"":[114.29322245932987,0.5782609674338202]}"
475,0.8594883680343628,"{""type"":""Point"",""coordinates"":[110.62907301460727,-1.145516611638046]}"
476,0.8133757710456848,"{""type"":""Point"",""coordinates"":[111.48654059802054,0.6868125128682622]}"
480,0.9452300071716309,"{""type"":""Point"",""coordinates"":[111.2094220875681,-0.32102850136901345]}"
489,0.9745318293571472,"{""type"":""Point"",""coordinates"":[112.81038599358847,1.1693075805828141]}"
490,0.9517022967338562,"{""type"":""Point"",""coordinates"":[115.35458169362964,-0.6321606844430034]}"
494,0.9990791082382202,"{""type"":""Point"",""coordinates"":[116.50204458231795,1.8364662390762094]}"
499,0.9520416259765625,"{""type"":""Point"",""coordinates"":[112.31845681366677,1.1970865795751136]}"
500,0.9876659512519836,"{""type"":""Point"",""coordinates"":[111.42379858264066,-1.0675586673428787]}"
502,0.9553906917572021,"{""type"":""Point"",""coordinates"":[116.91192609466096,3.1793571979578434]}"
504,0.9774248003959656,"{""type"":""Point"",""coordinates"":[114.01174285002674,-0.2306840398712255]}"
506,0.9807524085044861,"{""type"":""Point"",""coordinates"":[115.54461715424286,2.9791014759582306]}"
513,0.9377370476722717,"{""type"":""Point"",""coordinates"":[112.67444175922562,1.0811793539399874]}"
517,0.9724431037902832,"{""type"":""Point"",""coordinates"":[114.50222262168542,-0.4399876733249809]}"
518,0.9597813487052917,"{""type"":""Point"",""coordinates"":[115.75312922335449,-1.879405420844516]}"
521,0.9930638670921326,"{""type"":""Point"",""coordinates"":[115.82401996351821,2.7501572076542558]}"
523,0.9909194707870483,"{""type"":""Point"",""coordinates"":[116.72368117519807,2.034706281106067]}"
524,0.9877682328224182,"{""type"":""Point"",""coordinates"":[109.71034246976231,-0.5839177856055898]}"
526,0.9848886728286743,"{""type"":""Point"",""coordinates"":[116.66658869425358,2.6518755844216364]}"
527,0.9438554644584656,"{""type"":""Point"",""coordinates"":[111.87470531595852,0.6516477223520266]}"
528,0.9898528456687927,"{""type"":""Point"",""coordinates"":[116.46621901612161,2.1642390991852447]}"
530,0.9748578667640686,"{""type"":""Point"",""coordinates"":[112.51423888467053,-0.9229690270375738]}"
531,0.9154393076896667,"{""type"":""Point"",""coordinates"":[116.19411485279518,-2.914766212785875]}"
532,0.9665990471839905,"{""type"":""Point"",""coordinates"":[111.7925072683491,-1.067625099835224]}"
536,0.9393630027770996,"{""type"":""Point"",""coordinates"":[113.3557702633591,-1.0200654989484361]}"
538,0.9555461406707764,"{""type"":""Point"",""coordinates"":[112.09324293252205,-0.6822254144130419]}"
539,0.9439825415611267,"{""type"":""Point"",""coordinates"":[112.70370081369978,0.5986793686768053]}"
540,0.9479800462722778,"{""type"":""Point"",""coordinates"":[113.02506046030484,0.8487144680036617]}"
541,0.9822254776954651,"{""type"":""Point"",""coordinates"":[114.00574678143113,-0.16977220635882723]}"
542,0.9994490742683411,"{""type"":""Point"",""coordinates"":[113.90765053310447,1.3916159596206992]}"
543,0.8950426578521729,"{""type"":""Point"",""coordinates"":[111.10345376219513,-0.33363299231830745]}"
544,0.889904797077179,"{""type"":""Point"",""coordinates"":[109.79039289284032,1.0965281704236571]}"
545,0.973048746585846,"{""type"":""Point"",""coordinates"":[116.56836946448234,0.06491378769328739]}"
547,0.9813687205314636,"{""type"":""Point"",""coordinates"":[112.78828465562759,1.2416022585288469]}"
549,0.9650962948799133,"{""type"":""Point"",""coordinates"":[114.033111713194,-0.29344775005743573]}"
551,0.9268076419830322,"{""type"":""Point"",""coordinates"":[116.40613618210057,-0.7406295633475695]}"
556,0.956455409526825,"{""type"":""Point"",""coordinates"":[111.39283484572607,-1.2943588801167083]}"
559,0.9858108758926392,"{""type"":""Point"",""coordinates"":[115.18099076663968,2.198830082945702]}"
560,0.9699308276176453,"{""type"":""Point"",""coordinates"":[115.21278916149933,0.6129636931376243]}"
563,0.9135104417800903,"{""type"":""Point"",""coordinates"":[115.96224640274853,-0.6603824450975324]}"
565,0.9995120167732239,"{""type"":""Point"",""coordinates"":[115.63298473344108,1.261306271255157]}"
569,0.9521260261535645,"{""type"":""Point"",""coordinates"":[114.5315445039708,-1.930377656551032]}"
570,0.9663422107696533,"{""type"":""Point"",""coordinates"":[116.84374626809237,2.848187511168799]}"
571,0.9994692802429199,"{""type"":""Point"",""coordinates"":[115.8458015740902,1.7806650410057376]}"
573,0.8715494275093079,"{""type"":""Point"",""coordinates"":[110.87194790989386,-0.6976737627670905]}"
574,0.9790627360343933,"{""type"":""Point"",""coordinates"":[115.44846701130304,2.975125300971326]}"
575,0.9966391324996948,"{""type"":""Point"",""coordinates"":[113.95593892209122,0.27199304662289575]}"
577,0.999497652053833,"{""type"":""Point"",""coordinates"":[115.7508095101661,2.384658921464212]}"
580,0.988989531993866,"{""type"":""Point"",""coordinates"":[115.22874074953778,0.7531789500652523]}"
582,0.9401127696037292,"{""type"":""Point"",""coordinates"":[113.6798094465075,-1.0443885073630428]}"
583,0.950425386428833,"{""type"":""Point"",""coordinates"":[115.29229501803674,-0.3143213725219183]}"
584,0.9738149642944336,"{""type"":""Point"",""coordinates"":[112.53066391761294,0.27287229215350856]}"
586,0.9600508213043213,"{""type"":""Point"",""coordinates"":[111.11345455838483,-0.9861726926164662]}"
588,0.9025400876998901,"{""type"":""Point"",""coordinates"":[114.28269516275839,-1.6634970195490997]}"
589,0.9587072730064392,"{""type"":""Point"",""coordinates"":[114.47130485396211,-1.216643932102939]}"
590,0.9611600637435913,"{""type"":""Point"",""coordinates"":[115.75088187769552,-1.2335897856389328]}"
591,0.9538118243217468,"{""type"":""Point"",""coordinates"":[118.60467625815114,1.2505944162684672]}"
593,0.9831097722053528,"{""type"":""Point"",""coordinates"":[115.88421657790335,3.4284144857077483]}"
594,0.9869046211242676,"{""type"":""Point"",""coordinates"":[115.69830947786697,2.9100589340104066]}"
595,0.9655390977859497,"{""type"":""Point"",""coordinates"":[114.3443764510664,-0.05550210473546147]}"
596,0.9796265959739685,"{""type"":""Point"",""coordinates"":[115.14899453939394,0.5135340284383811]}"
600,0.9905142784118652,"{""type"":""Point"",""coordinates"":[115.96617243257406,3.5843809806792146]}"
601,0.9202083945274353,"{""type"":""Point"",""coordinates"":[113.3832848392448,-2.098201971677351]}"
603,0.9291973114013672,"{""type"":""Point"",""coordinates"":[117.41136032582031,2.2962653283661614]}"
606,0.9994927644729614,"{""type"":""Point"",""coordinates"":[116.0133007350194,2.1345603117670167]}"
609,0.9770362973213196,"{""type"":""Point"",""coordinates"":[115.22495825176996,0.5813047929646468]}"
611,0.95428866147995,"{""type"":""Point"",""coordinates"":[111.82500142567035,-0.8334880179414317]}"
612,0.9869948029518127,"{""type"":""Point"",""coordinates"":[111.62087345554686,-0.9829545690849603]}"
613,0.9580807685852051,"{""type"":""Point"",""coordinates"":[110.1879799479462,-1.0384487860994587]}"
621,0.9906759262084961,"{""type"":""Point"",""coordinates"":[115.9041515138461,3.3459544980842546]}"
623,0.9337014555931091,"{""type"":""Point"",""coordinates"":[115.5553353157625,0.6854922950593813]}"
626,0.9465384483337402,"{""type"":""Point"",""coordinates"":[116.32357424972649,-1.310131547358554]}"
630,0.9661691784858704,"{""type"":""Point"",""coordinates"":[109.59686960315356,-0.688448653618268]}"
