driver,system:index,.geo
Logging,1_2_1381,"{""type"":""Point"",""coordinates"":[112.76703272468089,-1.0356271121698577]}"
Logging,1_2_1383,"{""type"":""Point"",""coordinates"":[115.8253230815973,0.6541121178216494]}"
Logging,1_2_1396,"{""type"":""Point"",""coordinates"":[111.8422046969468,-0.8708612110241564]}"
Logging,1_2_1398,"{""type"":""Point"",""coordinates"":[114.11946181256403,0.09128062249415324]}"
Logging,1_2_1402,"{""type"":""Point"",""coordinates"":[115.26810319676505,0.6021527656193093]}"
Logging,1_2_1406,"{""type"":""Point"",""coordinates"":[116.4216490963925,1.1371868700707788]}"
Logging,1_2_1409,"{""type"":""Point"",""coordinates"":[114.95968870744387,0.8770186419922505]}"
Logging,1_2_1422,"{""type"":""Point"",""coordinates"":[113.98829314350165,-0.12325015619017547]}"
Logging,1_2_1426,"{""type"":""Point"",""coordinates"":[115.6254027955061,0.9603978273630038]}"
Logging,1_2_1437,"{""type"":""Point"",""coordinates"":[114.21660165065137,-0.3955327424320095]}"
Logging,1_2_1444,"{""type"":""Point"",""coordinates"":[111.71493646264955,-1.446141362566848]}"
Logging,1_2_1453,"{""type"":""Point"",""coordinates"":[114.99943512479906,1.2662358654288255]}"
Logging,1_2_1464,"{""type"":""Point"",""coordinates"":[115.7333497451493,0.5701620863096275]}"
Logging,1_2_1505,"{""type"":""Point"",""coordinates"":[111.0057172573344,-1.614060522598053]}"
Logging,1_2_1517,"{""type"":""Point"",""coordinates"":[115.08092077272583,1.664228530582531]}"
Logging,1_2_1520,"{""type"":""Point"",""coordinates"":[116.05114960667873,-1.5194290873452694]}"
Logging,1_2_1538,"{""type"":""Point"",""coordinates"":[109.51135028586052,1.9536290136025927]}"
Logging,1_2_1539,"{""type"":""Point"",""coordinates"":[109.16805003021898,0.6363660822305939]}"
Logging,1_2_1540,"{""type"":""Point"",""coordinates"":[115.45962317112387,-1.2860473443262734]}"
Logging,1_2_1553,"{""type"":""Point"",""coordinates"":[117.00693143118131,1.8899239684117402]}"
Logging,1_2_1561,"{""type"":""Point"",""coordinates"":[109.5167702753199,1.850637246883082]}"
Logging,1_2_1564,"{""type"":""Point"",""coordinates"":[113.69122070922558,-1.6992038103930538]}"
Logging,1_2_1565,"{""type"":""Point"",""coordinates"":[113.57520736561219,-1.4976162601134164]}"
Logging,1_2_1581,"{""type"":""Point"",""coordinates"":[117.61794851294763,1.5663445227714736]}"
Logging,1_2_1601,"{""type"":""Point"",""coordinates"":[113.24492390730902,-1.4462289276865001]}"
Logging,1_2_1609,"{""type"":""Point"",""coordinates"":[109.87194568953194,-0.4035114054932908]}"
Logging,1_2_1616,"{""type"":""Point"",""coordinates"":[114.5074223197797,-0.9414233812131713]}"
Logging,1_2_1634,"{""type"":""Point"",""coordinates"":[111.49048615798844,0.8970864683766827]}"
Logging,1_2_1637,"{""type"":""Point"",""coordinates"":[114.0234843415799,-0.30563723148990585]}"
Logging,1_2_1648,"{""type"":""Point"",""coordinates"":[111.74827815477603,-1.6992479546998773]}"
Logging,1_2_1654,"{""type"":""Point"",""coordinates"":[116.91371159730153,4.190953906838423]}"
Logging,1_2_1670,"{""type"":""Point"",""coordinates"":[116.97450011246465,2.4962378976963597]}"
Logging,1_2_1676,"{""type"":""Point"",""coordinates"":[116.35277951912192,2.8708401901354548]}"
Logging,1_2_1683,"{""type"":""Point"",""coordinates"":[116.32820976461126,-0.8146062759162878]}"
Logging,1_2_1691,"{""type"":""Point"",""coordinates"":[118.34412398748326,1.0741932719113227]}"
Logging,1_2_1697,"{""type"":""Point"",""coordinates"":[116.86465364467377,2.9659247002436477]}"
Logging,1_2_1700,"{""type"":""Point"",""coordinates"":[109.18017626560743,1.0856879616945294]}"
Logging,1_2_1703,"{""type"":""Point"",""coordinates"":[115.13276408875569,0.2931648777366001]}"
Logging,1_2_1707,"{""type"":""Point"",""coordinates"":[113.4331577616493,0.9133212843255024]}"
Logging,1_2_1708,"{""type"":""Point"",""coordinates"":[117.1318174269963,3.9069844709511568]}"
Logging,1_2_1711,"{""type"":""Point"",""coordinates"":[117.36088390323792,1.6173816507797167]}"
Logging,1_2_1725,"{""type"":""Point"",""coordinates"":[115.96132762912627,0.15503513289287163]}"
Logging,1_2_1729,"{""type"":""Point"",""coordinates"":[117.35966969791845,2.1971741869706096]}"
Logging,1_2_1730,"{""type"":""Point"",""coordinates"":[114.7884542127685,-1.403101911098388]}"
Logging,1_2_1740,"{""type"":""Point"",""coordinates"":[111.10918594856618,-1.2414666174631288]}"
Logging,1_2_1741,"{""type"":""Point"",""coordinates"":[116.49688991084165,3.3626554370881965]}"
Logging,1_2_1748,"{""type"":""Point"",""coordinates"":[113.38325114263749,0.7403098383506593]}"
Logging,1_2_1760,"{""type"":""Point"",""coordinates"":[115.89919552650461,2.558183808764903]}"
Logging,1_2_1772,"{""type"":""Point"",""coordinates"":[111.62141783743259,-1.7063810585426078]}"
Logging,1_2_1794,"{""type"":""Point"",""coordinates"":[111.2602346825706,-1.5249596876676514]}"
Logging,1_2_1804,"{""type"":""Point"",""coordinates"":[117.50605582466711,1.2516918871340157]}"
Logging,1_2_1835,"{""type"":""Point"",""coordinates"":[117.53706824323714,1.7170233817412675]}"
Logging,1_2_1851,"{""type"":""Point"",""coordinates"":[115.54263282346405,0.9645080068921059]}"
Logging,1_2_1854,"{""type"":""Point"",""coordinates"":[117.66662950381338,2.6643089026935893]}"
Logging,1_2_1884,"{""type"":""Point"",""coordinates"":[117.75793972664445,1.5693093912666305]}"
Logging,1_2_1906,"{""type"":""Point"",""coordinates"":[115.66709309224979,0.8764475484608277]}"
Logging,1_2_1914,"{""type"":""Point"",""coordinates"":[109.89534062501794,-0.48019067407332394]}"
Logging,1_2_1933,"{""type"":""Point"",""coordinates"":[115.69157163113604,-1.7255003955786694]}"
Logging,1_2_1938,"{""type"":""Point"",""coordinates"":[110.8076103108595,0.8946701840246518]}"
Logging,1_2_1939,"{""type"":""Point"",""coordinates"":[114.48605956902459,0.8325967189803365]}"
Logging,1_2_1943,"{""type"":""Point"",""coordinates"":[111.87926300574094,-1.4469741791053432]}"
Logging,1_2_1959,"{""type"":""Point"",""coordinates"":[117.16139054798005,2.4340179508573714]}"
Logging,1_2_1973,"{""type"":""Point"",""coordinates"":[117.12472522909727,3.043639372739658]}"
Logging,1_2_1984,"{""type"":""Point"",""coordinates"":[111.52889941345921,-1.5321427513946988]}"
Logging,1_2_1991,"{""type"":""Point"",""coordinates"":[111.74102336404968,-1.5919290371083308]}"
Logging,1_2_2007,"{""type"":""Point"",""coordinates"":[115.63732394135056,-2.739562953458346]}"
Logging,1_2_2013,"{""type"":""Point"",""coordinates"":[116.04098426489678,-1.4024559939040484]}"
Logging,1_2_2015,"{""type"":""Point"",""coordinates"":[112.21953630329459,-1.5531624066078888]}"
Logging,1_2_2025,"{""type"":""Point"",""coordinates"":[116.91870822575497,2.6137589815018942]}"
Logging,1_2_2029,"{""type"":""Point"",""coordinates"":[112.5452818509102,1.0260009571763224]}"
Logging,1_2_2054,"{""type"":""Point"",""coordinates"":[111.04008576190819,-1.7219771813510893]}"
Logging,1_2_2055,"{""type"":""Point"",""coordinates"":[115.15572204500525,-0.12682152280004305]}"
Logging,1_2_2074,"{""type"":""Point"",""coordinates"":[114.58968837457495,-0.17154770307300535]}"
Logging,1_2_2089,"{""type"":""Point"",""coordinates"":[114.0749857996262,-0.8964961783540533]}"
Logging,1_2_2112,"{""type"":""Point"",""coordinates"":[114.13552601606142,0.08462391068934048]}"
Logging,1_2_2113,"{""type"":""Point"",""coordinates"":[117.11657642756941,4.241705589607356]}"
Logging,1_2_2136,"{""type"":""Point"",""coordinates"":[115.41382688672145,-0.7525548637325821]}"
Logging,1_2_2145,"{""type"":""Point"",""coordinates"":[115.25488964394769,-3.540547200508375]}"
Logging,1_2_2161,"{""type"":""Point"",""coordinates"":[114.53995661638024,0.03516482747837334]}"
Logging,1_2_2176,"{""type"":""Point"",""coordinates"":[109.57161750902709,1.5843859597068157]}"
Logging,1_2_2177,"{""type"":""Point"",""coordinates"":[116.47986851627388,2.9263829813530657]}"
Logging,1_2_2178,"{""type"":""Point"",""coordinates"":[115.7242145359703,-2.484493701986702]}"
Logging,1_2_2182,"{""type"":""Point"",""coordinates"":[113.4150264018909,-1.0356479043872695]}"
Logging,1_2_2196,"{""type"":""Point"",""coordinates"":[116.37300226672676,3.322607820274099]}"
Logging,1_2_2200,"{""type"":""Point"",""coordinates"":[115.89596688833213,-2.1961322957366494]}"
Logging,1_2_2202,"{""type"":""Point"",""coordinates"":[111.61922378362416,-1.644966321824077]}"
Logging,1_2_2244,"{""type"":""Point"",""coordinates"":[112.489320582372,0.5875720516548191]}"
Logging,1_2_2257,"{""type"":""Point"",""coordinates"":[116.44210734327268,-1.118320152522584]}"
Logging,1_2_2275,"{""type"":""Point"",""coordinates"":[110.99136559445569,0.7435667365835641]}"
Logging,1_2_2278,"{""type"":""Point"",""coordinates"":[116.37966595938227,-1.112538724977423]}"
Logging,1_2_2283,"{""type"":""Point"",""coordinates"":[116.63202437183318,2.9150619895894905]}"
Logging,1_2_2288,"{""type"":""Point"",""coordinates"":[116.41316587338943,3.651284914438697]}"
Logging,1_2_2295,"{""type"":""Point"",""coordinates"":[112.04042515031927,-1.4508069548677671]}"
Logging,1_2_2306,"{""type"":""Point"",""coordinates"":[116.95950653919972,2.7026593560072474]}"
Logging,1_2_2311,"{""type"":""Point"",""coordinates"":[115.33034607833001,0.035333345818306126]}"
Logging,1_2_2317,"{""type"":""Point"",""coordinates"":[116.86411080437416,3.5321721445067684]}"
Logging,1_2_2331,"{""type"":""Point"",""coordinates"":[112.47774101165096,-1.3853341016910543]}"
Logging,1_2_2340,"{""type"":""Point"",""coordinates"":[114.07200460623015,-7.217099419490989E-5]}"
Logging,1_2_2360,"{""type"":""Point"",""coordinates"":[112.155964648998,-1.0210437899154974]}"
Logging,1_2_2364,"{""type"":""Point"",""coordinates"":[112.3937808688854,-1.527374338529588]}"
Logging,1_2_2396,"{""type"":""Point"",""coordinates"":[115.8006883140756,0.4142720216558848]}"
Logging,1_2_2416,"{""type"":""Point"",""coordinates"":[116.94138909233682,2.478758264313903]}"
Logging,1_2_2417,"{""type"":""Point"",""coordinates"":[116.75126706067981,1.8267187263380242]}"
Logging,1_2_2436,"{""type"":""Point"",""coordinates"":[116.0610361751311,-1.4860000959505524]}"
Logging,1_2_2441,"{""type"":""Point"",""coordinates"":[117.4853026159408,1.7993991211386835]}"
Logging,1_2_2447,"{""type"":""Point"",""coordinates"":[115.47878055244465,-3.377982702683561]}"
Logging,1_2_2448,"{""type"":""Point"",""coordinates"":[111.95974783757248,-1.4373232970397118]}"
Logging,1_2_2449,"{""type"":""Point"",""coordinates"":[113.94628903913764,0.3487308578508756]}"
Logging,1_2_2456,"{""type"":""Point"",""coordinates"":[112.18689298499127,-2.933622931784166]}"
Logging,1_2_2461,"{""type"":""Point"",""coordinates"":[118.79327362644065,0.9316458044636896]}"
Logging,1_2_2468,"{""type"":""Point"",""coordinates"":[113.38903521060328,0.410534489565914]}"
Logging,1_2_2470,"{""type"":""Point"",""coordinates"":[115.95373537633535,-1.286247058274812]}"
Logging,1_2_2484,"{""type"":""Point"",""coordinates"":[116.70167071547036,1.820921909841039]}"
Logging,1_2_2508,"{""type"":""Point"",""coordinates"":[114.35181424034123,-0.7957559880548589]}"
Logging,1_2_2516,"{""type"":""Point"",""coordinates"":[109.53789535272513,1.7459669718961504]}"
Logging,1_2_2522,"{""type"":""Point"",""coordinates"":[113.31544554527089,-1.5761841424337768]}"
Logging,1_2_2578,"{""type"":""Point"",""coordinates"":[116.7951017912842,2.183900153559799]}"
Logging,1_2_2589,"{""type"":""Point"",""coordinates"":[114.18690951094193,-1.666433132140004]}"
Logging,1_2_2590,"{""type"":""Point"",""coordinates"":[112.28782515593709,-0.2968938975332951]}"
Logging,1_2_2617,"{""type"":""Point"",""coordinates"":[113.06985238727368,-2.69080983546175]}"
Logging,1_2_2649,"{""type"":""Point"",""coordinates"":[116.16673357915518,-0.9826715592274882]}"
Logging,1_2_2650,"{""type"":""Point"",""coordinates"":[111.94858972018407,-0.790829656027627]}"
Logging,1_2_2656,"{""type"":""Point"",""coordinates"":[109.871252490119,-0.6423105678287802]}"
Logging,1_2_2659,"{""type"":""Point"",""coordinates"":[115.85581936531216,0.15772405057034927]}"
Logging,1_2_2669,"{""type"":""Point"",""coordinates"":[109.33458775793453,0.1773285667447191]}"
Logging,1_2_2674,"{""type"":""Point"",""coordinates"":[112.3752715962173,-1.4619312145417505]}"
Logging,1_2_2677,"{""type"":""Point"",""coordinates"":[117.69253422335993,2.4379606410933756]}"
Logging,1_2_2696,"{""type"":""Point"",""coordinates"":[110.9948607064141,-1.8044273863722624]}"
Logging,1_2_2697,"{""type"":""Point"",""coordinates"":[110.74145827651876,-0.8912328897835018]}"
Logging,1_2_2707,"{""type"":""Point"",""coordinates"":[114.32377669600197,-1.005671110939864]}"
Logging,1_2_2721,"{""type"":""Point"",""coordinates"":[115.510448460808,-1.4752592679790617]}"
Logging,1_2_2731,"{""type"":""Point"",""coordinates"":[112.03206608063904,-1.4705043479753497]}"
Logging,1_2_2733,"{""type"":""Point"",""coordinates"":[112.89014562353056,-1.0971528645182245]}"
Logging,1_2_2739,"{""type"":""Point"",""coordinates"":[112.77211286596769,-0.3015270636822233]}"
Logging,1_2_2787,"{""type"":""Point"",""coordinates"":[115.73753146374901,3.833098817682181]}"
Logging,1_2_2814,"{""type"":""Point"",""coordinates"":[116.83236903457302,4.164205415589313]}"
Logging,1_2_2829,"{""type"":""Point"",""coordinates"":[110.89773743687054,-1.4184657526085815]}"
Logging,1_2_2834,"{""type"":""Point"",""coordinates"":[116.6265361222763,2.527425500932885]}"
Logging,1_2_2840,"{""type"":""Point"",""coordinates"":[114.30510013451055,0.12086188415788843]}"
Logging,1_2_2846,"{""type"":""Point"",""coordinates"":[115.057284744026,-0.45830844362348216]}"
Logging,1_2_2859,"{""type"":""Point"",""coordinates"":[115.9133851274206,0.11246929241069353]}"
Logging,1_2_2863,"{""type"":""Point"",""coordinates"":[115.45696764547198,0.6300973044430533]}"
Logging,1_2_2865,"{""type"":""Point"",""coordinates"":[117.49620816350492,1.7492502571199675]}"
Logging,1_2_2876,"{""type"":""Point"",""coordinates"":[111.89987309807073,-2.054535095564182]}"
Logging,1_2_2884,"{""type"":""Point"",""coordinates"":[116.52037909078324,3.9185164729425024]}"
Logging,1_2_2892,"{""type"":""Point"",""coordinates"":[116.84243593547004,3.4354066891831425]}"
Logging,1_2_2899,"{""type"":""Point"",""coordinates"":[115.86443836467478,0.15596192588682306]}"
Logging,1_2_2902,"{""type"":""Point"",""coordinates"":[112.87615720421037,-1.101642155988837]}"
Logging,1_2_2909,"{""type"":""Point"",""coordinates"":[114.87628153532914,0.9686462866107368]}"
Logging,1_2_2910,"{""type"":""Point"",""coordinates"":[111.88603565458196,-0.5625748275857966]}"
Logging,1_2_2927,"{""type"":""Point"",""coordinates"":[117.74438429856156,2.2930047280892003]}"
Logging,1_2_2936,"{""type"":""Point"",""coordinates"":[116.79631195776253,3.384042944736161]}"
Logging,1_2_2937,"{""type"":""Point"",""coordinates"":[115.88417251127318,-2.456463525537955]}"
Logging,1_2_2959,"{""type"":""Point"",""coordinates"":[111.6507943422547,0.6033912352781748]}"
Logging,1_2_2982,"{""type"":""Point"",""coordinates"":[118.26885707128743,1.1149091791565264]}"
Logging,1_2_2993,"{""type"":""Point"",""coordinates"":[116.3890944599836,-1.1291459666994201]}"
Logging,1_2_3017,"{""type"":""Point"",""coordinates"":[112.62425139484776,-1.4158810241671487]}"
Logging,1_2_3018,"{""type"":""Point"",""coordinates"":[114.0676742596394,0.1591064952759625]}"
Logging,1_2_3024,"{""type"":""Point"",""coordinates"":[117.96009433934769,1.366103303435861]}"
Logging,1_2_3033,"{""type"":""Point"",""coordinates"":[117.18454240488839,4.152391959269672]}"
Logging,1_2_3040,"{""type"":""Point"",""coordinates"":[115.2475397082517,1.0073074611820076]}"
Logging,1_2_3045,"{""type"":""Point"",""coordinates"":[114.48106557121265,-1.38005010267011]}"
Logging,1_2_3080,"{""type"":""Point"",""coordinates"":[113.85370041719878,-0.2704876856770302]}"
Logging,1_2_3097,"{""type"":""Point"",""coordinates"":[112.63495748601832,-1.2385436708565212]}"
Logging,1_2_3098,"{""type"":""Point"",""coordinates"":[117.48711935610318,1.2380521814659693]}"
Logging,1_2_3101,"{""type"":""Point"",""coordinates"":[113.23707176695339,-0.5947877566757068]}"
Logging,1_2_3110,"{""type"":""Point"",""coordinates"":[113.71909164249375,-1.6407048119145768]}"
Logging,1_2_3118,"{""type"":""Point"",""coordinates"":[115.27755531528638,-0.8656843194948693]}"
Logging,1_2_3123,"{""type"":""Point"",""coordinates"":[115.89021234038886,-1.7259066024664882]}"
Logging,1_2_3154,"{""type"":""Point"",""coordinates"":[109.84865863898993,-0.46756904200528016]}"
Logging,1_2_3180,"{""type"":""Point"",""coordinates"":[113.81868890133663,-0.3785603293174775]}"
Logging,1_2_3202,"{""type"":""Point"",""coordinates"":[111.09741296045702,-1.3715745975443356]}"
Logging,1_2_3206,"{""type"":""Point"",""coordinates"":[116.5534687715706,3.7845255971473346]}"
Logging,1_2_3216,"{""type"":""Point"",""coordinates"":[117.42876970831203,3.82013581374097]}"
Logging,1_2_3221,"{""type"":""Point"",""coordinates"":[115.94336539021575,3.055703489797419]}"
Logging,1_2_3268,"{""type"":""Point"",""coordinates"":[113.66990221258294,-0.48402483587660705]}"
Logging,1_2_3272,"{""type"":""Point"",""coordinates"":[113.98675613062444,0.8473780007013196]}"
Logging,1_2_3284,"{""type"":""Point"",""coordinates"":[114.49912559302153,-0.9126721338385066]}"
Logging,1_2_3286,"{""type"":""Point"",""coordinates"":[112.53666686946167,-1.038642324583804]}"
Logging,1_2_3298,"{""type"":""Point"",""coordinates"":[113.99300673709709,-0.5736033317014323]}"
Logging,1_2_3300,"{""type"":""Point"",""coordinates"":[116.588810475878,3.310709277094526]}"
Logging,1_2_3302,"{""type"":""Point"",""coordinates"":[112.5915258541295,-1.3816146159241232]}"
Logging,1_2_3303,"{""type"":""Point"",""coordinates"":[115.15992929424799,1.017940425391683]}"
Logging,1_2_3305,"{""type"":""Point"",""coordinates"":[115.70635920435207,0.9903431708434507]}"
Logging,1_2_3312,"{""type"":""Point"",""coordinates"":[114.53485507484102,-1.3894436644134704]}"
Logging,1_2_3316,"{""type"":""Point"",""coordinates"":[118.7549173656493,1.0145793399938554]}"
Logging,1_2_3318,"{""type"":""Point"",""coordinates"":[110.17083917235138,-0.5148781767433763]}"
Logging,1_2_3337,"{""type"":""Point"",""coordinates"":[118.58877053452267,1.0452325644140583]}"
Logging,1_2_3340,"{""type"":""Point"",""coordinates"":[114.06741177259228,0.17722954049174172]}"
Logging,1_2_3341,"{""type"":""Point"",""coordinates"":[112.0360889899026,-3.0391730949724933]}"
Logging,1_2_3351,"{""type"":""Point"",""coordinates"":[115.915031334867,0.2126378455379768]}"
Logging,1_2_3355,"{""type"":""Point"",""coordinates"":[113.66227325778276,-1.3388968262597902]}"
Logging,1_2_3361,"{""type"":""Point"",""coordinates"":[117.47624155636547,1.0394662921239257]}"
Logging,1_2_3364,"{""type"":""Point"",""coordinates"":[113.10083299148194,-0.7856688228964209]}"
Logging,1_2_3383,"{""type"":""Point"",""coordinates"":[110.97202094305548,-0.42930067709451847]}"
Logging,1_2_3388,"{""type"":""Point"",""coordinates"":[116.59113706011556,3.7802098914830045]}"
Logging,1_2_3392,"{""type"":""Point"",""coordinates"":[116.65561601961149,1.0916967013528092]}"
Logging,1_2_3398,"{""type"":""Point"",""coordinates"":[116.47584909608622,3.2758465912739156]}"
Logging,1_2_3401,"{""type"":""Point"",""coordinates"":[115.10269170296726,1.173805513879476]}"
Logging,1_2_3411,"{""type"":""Point"",""coordinates"":[111.70493681440438,-1.2088050640269181]}"
Logging,1_2_3414,"{""type"":""Point"",""coordinates"":[112.38990287841102,-0.21751559355714004]}"
Logging,1_2_3438,"{""type"":""Point"",""coordinates"":[116.90812427272164,1.9804583487781047]}"
Logging,1_2_3446,"{""type"":""Point"",""coordinates"":[112.35870171711515,-0.2460679650375123]}"
Logging,1_2_3460,"{""type"":""Point"",""coordinates"":[115.8985791447006,-1.7228305560484831]}"
Logging,1_2_3469,"{""type"":""Point"",""coordinates"":[115.16182849638155,0.06412674207113082]}"
Logging,1_2_3480,"{""type"":""Point"",""coordinates"":[112.10568222270629,-1.6794323935722688]}"
Logging,1_2_3509,"{""type"":""Point"",""coordinates"":[117.07140230910024,1.9960411410318555]}"
Logging,1_2_3520,"{""type"":""Point"",""coordinates"":[112.14005799574183,-1.6166986031199175]}"
Logging,1_2_3549,"{""type"":""Point"",""coordinates"":[116.84729062605004,2.926500718939012]}"
Logging,1_2_3561,"{""type"":""Point"",""coordinates"":[117.01134292041243,1.7393010935012514]}"
Logging,1_2_3569,"{""type"":""Point"",""coordinates"":[114.69572679256123,-1.3242151331219698]}"
Logging,1_2_3572,"{""type"":""Point"",""coordinates"":[114.25480000400215,-0.19332719472364113]}"
Logging,1_2_3581,"{""type"":""Point"",""coordinates"":[117.14764367496389,4.302188039109405]}"
Logging,1_2_3583,"{""type"":""Point"",""coordinates"":[115.88091504882253,0.3469367797428056]}"
Logging,1_2_3594,"{""type"":""Point"",""coordinates"":[115.64247848803832,-1.6742492790100645]}"
Logging,1_2_3598,"{""type"":""Point"",""coordinates"":[111.43085079081884,-1.5733740649757295]}"
Logging,1_2_3617,"{""type"":""Point"",""coordinates"":[113.94410994244357,-0.08594679795836462]}"
Logging,1_2_3622,"{""type"":""Point"",""coordinates"":[113.2660678478143,0.5917688071527569]}"
Logging,1_2_3624,"{""type"":""Point"",""coordinates"":[114.10402934027367,-0.3475283454155335]}"
Logging,1_2_3630,"{""type"":""Point"",""coordinates"":[116.53080481548552,1.4113853933447154]}"
Logging,1_2_3636,"{""type"":""Point"",""coordinates"":[116.50576389667316,1.2354911182844446]}"
Logging,1_2_3640,"{""type"":""Point"",""coordinates"":[112.97173524323216,-0.823428430504151]}"
Logging,1_2_3653,"{""type"":""Point"",""coordinates"":[112.39747872533538,-0.9403665921484329]}"
Logging,1_2_3659,"{""type"":""Point"",""coordinates"":[116.90919308350574,4.201600487597528]}"
Logging,1_2_3673,"{""type"":""Point"",""coordinates"":[112.39143065180522,-1.6652663998932948]}"
Logging,1_2_3721,"{""type"":""Point"",""coordinates"":[117.20125864170288,2.39112204382352]}"
Logging,1_2_3722,"{""type"":""Point"",""coordinates"":[115.85149558794905,2.351963326169619]}"
Logging,1_2_3723,"{""type"":""Point"",""coordinates"":[115.37292191339176,-1.4723751624728967]}"
Logging,1_2_3738,"{""type"":""Point"",""coordinates"":[116.46950605063434,1.0971671225636708]}"
Logging,1_2_3747,"{""type"":""Point"",""coordinates"":[116.21608923895607,3.064961507732697]}"
Logging,1_2_3757,"{""type"":""Point"",""coordinates"":[113.77196874260136,-1.6095112513147602]}"
Logging,1_2_3758,"{""type"":""Point"",""coordinates"":[114.22336117630033,-1.3262272722464534]}"
Logging,1_2_3763,"{""type"":""Point"",""coordinates"":[112.89264430804047,-1.3236882803306158]}"
Logging,1_2_3765,"{""type"":""Point"",""coordinates"":[114.22519023087656,0.07758615535468212]}"
Logging,1_2_3774,"{""type"":""Point"",""coordinates"":[112.47491377612585,0.8083150031729335]}"
Logging,1_2_3791,"{""type"":""Point"",""coordinates"":[116.35115014037946,-1.2782578726505378]}"
Logging,1_2_3801,"{""type"":""Point"",""coordinates"":[115.28314511568145,-0.5391355037519804]}"
Logging,1_2_3812,"{""type"":""Point"",""coordinates"":[112.53478068874848,-0.5306656670353991]}"
Logging,1_2_3820,"{""type"":""Point"",""coordinates"":[118.49787944706995,1.2924661907829111]}"
Logging,1_2_3823,"{""type"":""Point"",""coordinates"":[111.02404441033067,-1.9124900135979548]}"
Logging,1_2_3826,"{""type"":""Point"",""coordinates"":[112.23288123814046,0.10784712763893832]}"
Logging,1_2_3831,"{""type"":""Point"",""coordinates"":[117.4414443121618,2.338838934581522]}"
Logging,1_2_3839,"{""type"":""Point"",""coordinates"":[117.4676239757439,1.8927525728416021]}"
Logging,1_2_3877,"{""type"":""Point"",""coordinates"":[114.02366418469411,-0.48665451688976813]}"
Logging,1_2_3881,"{""type"":""Point"",""coordinates"":[112.16820784158031,-0.9549802961388917]}"
Logging,1_2_3900,"{""type"":""Point"",""coordinates"":[116.78966523317752,1.6427224442916146]}"
Logging,1_2_3902,"{""type"":""Point"",""coordinates"":[112.16988910199426,-1.6010676168195028]}"
Logging,1_2_3905,"{""type"":""Point"",""coordinates"":[116.1200597244408,-1.324422698099102]}"
Logging,1_2_3936,"{""type"":""Point"",""coordinates"":[112.64681838983405,-0.17845731491565617]}"
Logging,1_2_3937,"{""type"":""Point"",""coordinates"":[112.3267481082147,-0.8669027628460639]}"
Logging,1_2_3940,"{""type"":""Point"",""coordinates"":[111.6658599773694,-1.3471477715694256]}"
Logging,1_2_3941,"{""type"":""Point"",""coordinates"":[116.0586987951546,-0.473579781811002]}"
Logging,1_2_3958,"{""type"":""Point"",""coordinates"":[114.90522575887735,-0.20460160376233555]}"
Logging,1_2_3987,"{""type"":""Point"",""coordinates"":[111.5544056899492,-1.357099908410985]}"
Logging,1_2_3988,"{""type"":""Point"",""coordinates"":[116.73133973421791,4.019246960733468]}"
Logging,1_2_3990,"{""type"":""Point"",""coordinates"":[115.46607483041167,-0.8250789300182698]}"
Logging,1_2_4005,"{""type"":""Point"",""coordinates"":[114.23398311623818,0.00502072233639686]}"
Logging,1_2_4028,"{""type"":""Point"",""coordinates"":[111.8967442514035,-1.607792976432977]}"
Logging,1_2_4037,"{""type"":""Point"",""coordinates"":[113.82538059162017,-1.849724120740441]}"
Logging,1_2_4038,"{""type"":""Point"",""coordinates"":[116.07941887069636,-1.405323934992585]}"
Logging,1_2_4052,"{""type"":""Point"",""coordinates"":[113.1088502043783,-2.702120562405138]}"
Logging,1_2_4054,"{""type"":""Point"",""coordinates"":[116.66174631695223,2.57182204358535]}"
Logging,1_2_4062,"{""type"":""Point"",""coordinates"":[110.82879004497262,0.9055838467625138]}"
Logging,1_2_4085,"{""type"":""Point"",""coordinates"":[118.4597273420211,1.1941817721871413]}"
Logging,1_2_4087,"{""type"":""Point"",""coordinates"":[116.04433584103634,-0.7635669054959671]}"
Logging,1_2_4091,"{""type"":""Point"",""coordinates"":[113.92432778159704,0.2348356135807299]}"
Logging,1_2_4097,"{""type"":""Point"",""coordinates"":[115.24042289870839,1.1096856571446039]}"
Logging,1_2_4098,"{""type"":""Point"",""coordinates"":[115.54752050332517,-0.9067465074009228]}"
Logging,1_2_4102,"{""type"":""Point"",""coordinates"":[112.76763556201516,-0.9750323261145226]}"
Logging,1_2_4105,"{""type"":""Point"",""coordinates"":[113.26527467586092,-1.024996643154493]}"
Logging,1_2_4112,"{""type"":""Point"",""coordinates"":[112.03758426369647,-2.8452575076925437]}"
Logging,1_2_4116,"{""type"":""Point"",""coordinates"":[118.14771459651402,1.2347220569886566]}"
Logging,1_2_4136,"{""type"":""Point"",""coordinates"":[117.02894675437867,3.749437170649644]}"
Logging,1_2_4149,"{""type"":""Point"",""coordinates"":[117.28635268298983,3.7935318836245164]}"
Logging,1_2_4181,"{""type"":""Point"",""coordinates"":[116.82567636762109,1.6065129827225553]}"
Logging,1_2_4191,"{""type"":""Point"",""coordinates"":[114.57530138504991,-1.4597782931206287]}"
Logging,1_2_4201,"{""type"":""Point"",""coordinates"":[112.2153968446457,-0.7618598497894855]}"
Logging,1_2_4207,"{""type"":""Point"",""coordinates"":[111.52094971934723,-1.6411591381528152]}"
