driver,system:index,.geo
Shifting cultivation,1_1_2_1303,"{""type"":""Point"",""coordinates"":[115.5619492782978,-3.014695880403029]}"
Shifting cultivation,1_1_2_1377,"{""type"":""Point"",""coordinates"":[109.7826555947118,1.0837667180007267]}"
Shifting cultivation,1_1_2_1438,"{""type"":""Point"",""coordinates"":[111.84454866107296,-1.2512961662466404]}"
Shifting cultivation,1_1_2_1466,"{""type"":""Point"",""coordinates"":[112.79756726659988,0.7362035198001965]}"
Shifting cultivation,1_1_2_1509,"{""type"":""Point"",""coordinates"":[110.161603800607,1.159748326041164]}"
Shifting cultivation,1_1_2_1525,"{""type"":""Point"",""coordinates"":[113.01010461887329,0.6302488535922098]}"
Shifting cultivation,1_1_2_1632,"{""type"":""Point"",""coordinates"":[112.27149929816163,1.0245390619888646]}"
Shifting cultivation,1_1_2_1647,"{""type"":""Point"",""coordinates"":[112.89348738968096,-0.04248708546268952]}"
Shifting cultivation,1_1_2_1699,"{""type"":""Point"",""coordinates"":[112.02256147884738,0.19195095627383466]}"
Shifting cultivation,1_1_2_1709,"{""type"":""Point"",""coordinates"":[114.06720901683597,-1.100589776512511]}"
Shifting cultivation,1_1_2_1723,"{""type"":""Point"",""coordinates"":[116.14418154583527,-1.8388247070761945]}"
Shifting cultivation,1_1_2_1773,"{""type"":""Point"",""coordinates"":[117.29202787885167,2.704451841670627]}"
Shifting cultivation,1_1_2_1903,"{""type"":""Point"",""coordinates"":[114.60597793501407,-0.27661810526815306]}"
Shifting cultivation,1_1_2_1929,"{""type"":""Point"",""coordinates"":[112.03520962221576,-1.1222059363477346]}"
Shifting cultivation,1_1_2_1936,"{""type"":""Point"",""coordinates"":[115.90511866047297,-1.4507409150158368]}"
Shifting cultivation,1_1_2_2011,"{""type"":""Point"",""coordinates"":[111.81305166383304,-1.126529996994223]}"
Shifting cultivation,1_1_2_2066,"{""type"":""Point"",""coordinates"":[112.79895001845415,0.9171151832400447]}"
Shifting cultivation,1_1_2_2100,"{""type"":""Point"",""coordinates"":[111.77768938775883,0.6982257530616521]}"
Shifting cultivation,1_1_2_2185,"{""type"":""Point"",""coordinates"":[111.75323021333021,-1.1584409859914124]}"
Shifting cultivation,1_1_2_2215,"{""type"":""Point"",""coordinates"":[111.36520635870123,-0.8428177635539328]}"
Shifting cultivation,1_1_2_2218,"{""type"":""Point"",""coordinates"":[114.67618382717997,-0.24764642075176943]}"
Shifting cultivation,1_1_2_2228,"{""type"":""Point"",""coordinates"":[115.55698876880537,-2.852246978341087]}"
Shifting cultivation,1_1_2_2231,"{""type"":""Point"",""coordinates"":[112.45603543202995,-1.5542936722932406]}"
Shifting cultivation,1_1_2_2242,"{""type"":""Point"",""coordinates"":[111.03495318296899,-1.9790606116657696]}"
Shifting cultivation,1_1_2_2254,"{""type"":""Point"",""coordinates"":[115.55493023544742,-0.21638708382926589]}"
Shifting cultivation,1_1_2_2362,"{""type"":""Point"",""coordinates"":[111.32015655970092,-0.4882846529999796]}"
Shifting cultivation,1_1_2_2370,"{""type"":""Point"",""coordinates"":[111.99665023442164,-0.7004263528314764]}"
Shifting cultivation,1_1_2_2407,"{""type"":""Point"",""coordinates"":[115.43351559938161,-0.6885668487976143]}"
Shifting cultivation,1_1_2_2412,"{""type"":""Point"",""coordinates"":[110.31606773096958,-0.848141614220016]}"
Shifting cultivation,1_1_2_2537,"{""type"":""Point"",""coordinates"":[115.53190919512386,-0.20336602910978846]}"
Shifting cultivation,1_1_2_2556,"{""type"":""Point"",""coordinates"":[113.97970347410246,-1.0334414742845093]}"
Shifting cultivation,1_1_2_2612,"{""type"":""Point"",""coordinates"":[114.7314865412069,0.9085828719000214]}"
Shifting cultivation,1_1_2_2645,"{""type"":""Point"",""coordinates"":[110.74215293779908,0.7068642254385169]}"
Shifting cultivation,1_1_2_2658,"{""type"":""Point"",""coordinates"":[114.83086300628428,-1.1387903381008446]}"
Shifting cultivation,1_1_2_2686,"{""type"":""Point"",""coordinates"":[111.14127509954858,-1.5142233628636732]}"
Shifting cultivation,1_1_2_2713,"{""type"":""Point"",""coordinates"":[110.8040766338262,-1.4228318430782234]}"
Shifting cultivation,1_1_2_2726,"{""type"":""Point"",""coordinates"":[111.84770856970695,-0.9345440421276066]}"
Shifting cultivation,1_1_2_2771,"{""type"":""Point"",""coordinates"":[115.54040926459129,-0.06130372485172543]}"
Shifting cultivation,1_1_2_2791,"{""type"":""Point"",""coordinates"":[113.00854952818085,0.6208104397514668]}"
Shifting cultivation,1_1_2_2796,"{""type"":""Point"",""coordinates"":[112.73309861579664,1.1020036907225945]}"
Shifting cultivation,1_1_2_2818,"{""type"":""Point"",""coordinates"":[112.98234140518147,0.526263856941285]}"
Shifting cultivation,1_1_2_2839,"{""type"":""Point"",""coordinates"":[111.17153664394439,-1.6143288928798987]}"
Shifting cultivation,1_1_2_2852,"{""type"":""Point"",""coordinates"":[116.51792091724602,3.2458667950263664]}"
Shifting cultivation,1_1_2_2858,"{""type"":""Point"",""coordinates"":[117.2153545389092,1.8450849935287459]}"
Shifting cultivation,1_1_2_2898,"{""type"":""Point"",""coordinates"":[112.8118383178236,0.5436903837801188]}"
Shifting cultivation,1_1_2_3022,"{""type"":""Point"",""coordinates"":[114.43426188930732,-0.9581364146245583]}"
Shifting cultivation,1_1_2_3026,"{""type"":""Point"",""coordinates"":[112.27207704622948,1.164339199665079]}"
Shifting cultivation,1_1_2_3044,"{""type"":""Point"",""coordinates"":[112.38896744462315,-0.11202561536646309]}"
Shifting cultivation,1_1_2_3046,"{""type"":""Point"",""coordinates"":[110.56817618170112,-0.847487609064189]}"
Shifting cultivation,1_1_2_3126,"{""type"":""Point"",""coordinates"":[112.35156280584908,1.1602560517021745]}"
Shifting cultivation,1_1_2_3146,"{""type"":""Point"",""coordinates"":[113.35186634794451,0.8701482539015784]}"
Shifting cultivation,1_1_2_3149,"{""type"":""Point"",""coordinates"":[112.20734524866319,-1.2043157795159252]}"
Shifting cultivation,1_1_2_3163,"{""type"":""Point"",""coordinates"":[115.07484104983858,-0.3340783405670509]}"
Shifting cultivation,1_1_2_3204,"{""type"":""Point"",""coordinates"":[110.89249220421686,-0.3983907185451817]}"
Shifting cultivation,1_1_2_3229,"{""type"":""Point"",""coordinates"":[109.29669460319857,0.6999198338956064]}"
Shifting cultivation,1_1_2_3234,"{""type"":""Point"",""coordinates"":[112.04783172190565,-1.315213106292978]}"
Shifting cultivation,1_1_2_3347,"{""type"":""Point"",""coordinates"":[110.29305871132621,-0.8852807807002454]}"
Shifting cultivation,1_1_2_3358,"{""type"":""Point"",""coordinates"":[112.00004811161944,-0.7034356836822896]}"
Shifting cultivation,1_1_2_3369,"{""type"":""Point"",""coordinates"":[116.91823463509368,2.8651189132172603]}"
Shifting cultivation,1_1_2_3416,"{""type"":""Point"",""coordinates"":[112.71173153230038,-0.31711158516304044]}"
Shifting cultivation,1_1_2_3432,"{""type"":""Point"",""coordinates"":[114.5621076721002,-0.5423113617875809]}"
Shifting cultivation,1_1_2_3473,"{""type"":""Point"",""coordinates"":[112.24252951578636,1.1117324079522302]}"
Shifting cultivation,1_1_2_3537,"{""type"":""Point"",""coordinates"":[114.92390626491667,-0.34397348481921836]}"
Shifting cultivation,1_1_2_3558,"{""type"":""Point"",""coordinates"":[110.54329134738897,-0.568306062655724]}"
Shifting cultivation,1_1_2_3563,"{""type"":""Point"",""coordinates"":[116.81196503847674,2.773133708935593]}"
Shifting cultivation,1_1_2_3595,"{""type"":""Point"",""coordinates"":[114.48517566088951,-0.4331209969690106]}"
Shifting cultivation,1_1_2_3605,"{""type"":""Point"",""coordinates"":[115.49554210456832,-1.067250829028217]}"
Shifting cultivation,1_1_2_3685,"{""type"":""Point"",""coordinates"":[111.12769813984428,-1.426165864552241]}"
Shifting cultivation,1_1_2_3706,"{""type"":""Point"",""coordinates"":[115.01435583913059,0.7777037405488506]}"
Shifting cultivation,1_1_2_3739,"{""type"":""Point"",""coordinates"":[115.39041977454883,-3.2195249566052286]}"
Shifting cultivation,1_1_2_3762,"{""type"":""Point"",""coordinates"":[111.33826236443058,0.9977583523688595]}"
Shifting cultivation,1_1_2_3864,"{""type"":""Point"",""coordinates"":[110.94379282404194,-0.6390599065244625]}"
Shifting cultivation,1_1_2_3903,"{""type"":""Point"",""coordinates"":[113.5137131200589,0.9584333875575034]}"
Shifting cultivation,1_1_2_3975,"{""type"":""Point"",""coordinates"":[111.34016033480124,-1.7345282006135159]}"
Shifting cultivation,1_1_2_3979,"{""type"":""Point"",""coordinates"":[110.58954070482444,-0.8590176888007894]}"
Shifting cultivation,1_1_2_4023,"{""type"":""Point"",""coordinates"":[116.6942471230811,2.5308822992988937]}"
Shifting cultivation,1_1_2_4059,"{""type"":""Point"",""coordinates"":[117.79316396829353,0.8148818381675104]}"
Shifting cultivation,1_1_2_4109,"{""type"":""Point"",""coordinates"":[112.17336039432419,-0.7846881998487267]}"
Shifting cultivation,1_1_2_4111,"{""type"":""Point"",""coordinates"":[115.29581085389718,-1.732860208087514]}"
Shifting cultivation,1_1_2_4117,"{""type"":""Point"",""coordinates"":[115.81714580355569,0.15849200283691345]}"
Shifting cultivation,1_1_2_4118,"{""type"":""Point"",""coordinates"":[111.72126792447555,-0.9298394817947496]}"
Shifting cultivation,1_1_2_4128,"{""type"":""Point"",""coordinates"":[112.76166774191027,0.7426589046846438]}"
Shifting cultivation,1_1_2_4145,"{""type"":""Point"",""coordinates"":[114.27844558457136,0.7897415208984722]}"
Shifting cultivation,1_1_2_4174,"{""type"":""Point"",""coordinates"":[112.75954143490924,-1.049183826053519]}"
Shifting cultivation,1_1_2_4237,"{""type"":""Point"",""coordinates"":[112.82583111893285,0.42497851123893093]}"
Shifting cultivation,1_1_2_4284,"{""type"":""Point"",""coordinates"":[110.33928596985767,-0.833189301250147]}"
Shifting cultivation,1_1_2_4290,"{""type"":""Point"",""coordinates"":[114.96214641236025,-0.504268354852756]}"
Shifting cultivation,1_1_2_4344,"{""type"":""Point"",""coordinates"":[111.33839628605595,-0.44608010381742985]}"
Shifting cultivation,1_1_2_4352,"{""type"":""Point"",""coordinates"":[112.5598090651541,-1.0031768094986648]}"
Shifting cultivation,1_1_2_4410,"{""type"":""Point"",""coordinates"":[110.01179976568547,1.1407164597618034]}"
Shifting cultivation,1_1_2_4413,"{""type"":""Point"",""coordinates"":[112.34311915759629,0.3073412532215854]}"
Shifting cultivation,1_1_2_4487,"{""type"":""Point"",""coordinates"":[112.01710006594837,-1.0116872051308115]}"
Shifting cultivation,1_1_2_4488,"{""type"":""Point"",""coordinates"":[115.95781455242029,0.5409517539555081]}"
Shifting cultivation,1_1_2_4536,"{""type"":""Point"",""coordinates"":[112.91184409837244,0.5422947638716162]}"
Shifting cultivation,1_1_2_4574,"{""type"":""Point"",""coordinates"":[110.2420155962976,-1.6889883292119745]}"
Shifting cultivation,1_1_2_4583,"{""type"":""Point"",""coordinates"":[112.4451848712267,-1.6849159294073661]}"
Shifting cultivation,1_1_2_4601,"{""type"":""Point"",""coordinates"":[112.4549550120782,-1.5601775961027784]}"
Shifting cultivation,1_1_2_4647,"{""type"":""Point"",""coordinates"":[114.05360555385941,-1.1192020155298543]}"
Shifting cultivation,1_1_2_4653,"{""type"":""Point"",""coordinates"":[116.1834843387586,3.0891302553303484]}"
Shifting cultivation,1_1_2_4668,"{""type"":""Point"",""coordinates"":[109.43224630881878,1.7777668689059147]}"
Shifting cultivation,1_1_2_4753,"{""type"":""Point"",""coordinates"":[112.42881488477492,0.31873410928973034]}"
Shifting cultivation,1_1_2_4765,"{""type"":""Point"",""coordinates"":[114.63738734374841,-0.41701841117606103]}"
Shifting cultivation,1_1_2_4768,"{""type"":""Point"",""coordinates"":[110.76730519312865,0.6910840632891866]}"
Shifting cultivation,1_1_2_4861,"{""type"":""Point"",""coordinates"":[115.29820484666776,-0.7757083853498792]}"
Shifting cultivation,1_1_2_4864,"{""type"":""Point"",""coordinates"":[115.3070926342281,-1.5620859495686144]}"
Shifting cultivation,1_1_2_4882,"{""type"":""Point"",""coordinates"":[112.07496685367622,-1.835557441303998]}"
Shifting cultivation,1_1_2_4914,"{""type"":""Point"",""coordinates"":[115.77969422381445,-2.67234384452728]}"
Shifting cultivation,1_1_2_4928,"{""type"":""Point"",""coordinates"":[111.82150610029258,-1.183010612828172]}"
Shifting cultivation,1_1_2_4937,"{""type"":""Point"",""coordinates"":[110.13381922939875,0.9958936751469732]}"
Shifting cultivation,1_1_2_4956,"{""type"":""Point"",""coordinates"":[113.01034423170353,0.4764257829048604]}"
Shifting cultivation,1_1_2_4957,"{""type"":""Point"",""coordinates"":[113.56764330694097,0.953692478305115]}"
Shifting cultivation,1_1_2_4967,"{""type"":""Point"",""coordinates"":[114.59667886187158,-0.4892118126195633]}"
Shifting cultivation,1_1_2_4982,"{""type"":""Point"",""coordinates"":[110.591557149508,-0.6962695089007401]}"
Shifting cultivation,1_1_2_4985,"{""type"":""Point"",""coordinates"":[114.83538437872254,-1.3646824449282071]}"
Shifting cultivation,1_1_2_4999,"{""type"":""Point"",""coordinates"":[111.96513748208723,0.16390985443386302]}"
Logging,1_2_2,"{""type"":""Point"",""coordinates"":[118.56215812681964,1.0200757646673406]}"
Logging,1_2_3,"{""type"":""Point"",""coordinates"":[115.55057890990676,-3.1680026148450855]}"
Logging,1_2_4,"{""type"":""Point"",""coordinates"":[110.51741609193647,-0.34091839234762095]}"
Logging,1_2_12,"{""type"":""Point"",""coordinates"":[114.79280328758367,-1.1965560707237155]}"
Logging,1_2_16,"{""type"":""Point"",""coordinates"":[116.48407171288626,1.3285976038900928]}"
Logging,1_2_33,"{""type"":""Point"",""coordinates"":[117.58646968626984,3.3773455536930412]}"
Logging,1_2_36,"{""type"":""Point"",""coordinates"":[116.18799557269962,3.6706142342790615]}"
Logging,1_2_48,"{""type"":""Point"",""coordinates"":[114.81617228925268,0.3707467351723974]}"
Logging,1_2_52,"{""type"":""Point"",""coordinates"":[117.12481818332245,3.0214113427504765]}"
Logging,1_2_56,"{""type"":""Point"",""coordinates"":[111.0537362070847,-1.873507560385323]}"
Logging,1_2_59,"{""type"":""Point"",""coordinates"":[113.19354590922684,-2.2883546973550413]}"
Logging,1_2_61,"{""type"":""Point"",""coordinates"":[111.86963806364518,-0.9420850048106608]}"
Logging,1_2_77,"{""type"":""Point"",""coordinates"":[117.77155274341916,1.8827864449331368]}"
Logging,1_2_79,"{""type"":""Point"",""coordinates"":[115.25786969979237,0.9936975772223167]}"
Logging,1_2_82,"{""type"":""Point"",""coordinates"":[118.0554012919118,1.5066282262419408]}"
Logging,1_2_83,"{""type"":""Point"",""coordinates"":[116.34343545920025,-0.9929554596049494]}"
Logging,1_2_90,"{""type"":""Point"",""coordinates"":[113.13095476189129,-1.1041108995009152]}"
Logging,1_2_93,"{""type"":""Point"",""coordinates"":[116.68676805631532,3.7852851250446173]}"
Logging,1_2_102,"{""type"":""Point"",""coordinates"":[118.62811086122721,0.9558138042762632]}"
Logging,1_2_108,"{""type"":""Point"",""coordinates"":[117.3992646265644,2.4548617135467166]}"
Logging,1_2_122,"{""type"":""Point"",""coordinates"":[116.8581041198809,2.9664326229303213]}"
Logging,1_2_148,"{""type"":""Point"",""coordinates"":[113.84325641457512,-0.6903858368647192]}"
Logging,1_2_154,"{""type"":""Point"",""coordinates"":[112.20714281653422,-1.0727081934534903]}"
Logging,1_2_167,"{""type"":""Point"",""coordinates"":[116.3774454516559,-0.9995383793339984]}"
Logging,1_2_168,"{""type"":""Point"",""coordinates"":[118.43647338744238,1.088854402774438]}"
Logging,1_2_191,"{""type"":""Point"",""coordinates"":[116.21923114789728,-0.9399640231294581]}"
Logging,1_2_195,"{""type"":""Point"",""coordinates"":[111.37961881060589,-0.8537286809637459]}"
Logging,1_2_199,"{""type"":""Point"",""coordinates"":[113.16254473548234,-0.5404255627211356]}"
Logging,1_2_204,"{""type"":""Point"",""coordinates"":[116.56211781910415,2.742789346612133]}"
Logging,1_2_209,"{""type"":""Point"",""coordinates"":[114.1720844434419,0.7933738202048998]}"
Logging,1_2_219,"{""type"":""Point"",""coordinates"":[118.26409945927512,1.0755599775075053]}"
Logging,1_2_228,"{""type"":""Point"",""coordinates"":[115.22062764736572,-0.40245174973780395]}"
Logging,1_2_234,"{""type"":""Point"",""coordinates"":[110.73722117051136,-0.8282230798104855]}"
Logging,1_2_238,"{""type"":""Point"",""coordinates"":[115.93141730492074,-2.3071723970613864]}"
Logging,1_2_244,"{""type"":""Point"",""coordinates"":[116.27150211126393,-0.8120271146713849]}"
Logging,1_2_258,"{""type"":""Point"",""coordinates"":[113.09518469449115,-2.544419733029296]}"
Logging,1_2_260,"{""type"":""Point"",""coordinates"":[111.56524647574163,-1.270088735329554]}"
Logging,1_2_271,"{""type"":""Point"",""coordinates"":[115.08929565832918,0.9612974612288309]}"
Logging,1_2_276,"{""type"":""Point"",""coordinates"":[111.12617902677111,-1.0024440846966238]}"
Logging,1_2_306,"{""type"":""Point"",""coordinates"":[115.3304108941449,-1.5328317787146137]}"
Logging,1_2_322,"{""type"":""Point"",""coordinates"":[115.65040766247131,-0.9919458928613171]}"
Logging,1_2_329,"{""type"":""Point"",""coordinates"":[115.27809886286526,-0.3482279090900988]}"
Logging,1_2_334,"{""type"":""Point"",""coordinates"":[116.9305748641606,2.5759180073321937]}"
Logging,1_2_342,"{""type"":""Point"",""coordinates"":[113.55665058221237,-0.7741296705843255]}"
Logging,1_2_356,"{""type"":""Point"",""coordinates"":[117.56046886595871,2.4047010659796864]}"
Logging,1_2_377,"{""type"":""Point"",""coordinates"":[113.66858421657915,-0.8535867059354308]}"
Logging,1_2_396,"{""type"":""Point"",""coordinates"":[114.90041842738691,0.44003002091181487]}"
Logging,1_2_399,"{""type"":""Point"",""coordinates"":[111.66378566223106,-0.5865849934793287]}"
Logging,1_2_400,"{""type"":""Point"",""coordinates"":[118.62704036222569,1.1580580879929498]}"
Logging,1_2_403,"{""type"":""Point"",""coordinates"":[115.84032956774651,3.0526444903033667]}"
Logging,1_2_404,"{""type"":""Point"",""coordinates"":[115.96019364849886,-1.6885894906141659]}"
Logging,1_2_410,"{""type"":""Point"",""coordinates"":[111.16478879950822,1.0503300679185579]}"
Logging,1_2_412,"{""type"":""Point"",""coordinates"":[116.3239214326136,2.6304853615333763]}"
Logging,1_2_419,"{""type"":""Point"",""coordinates"":[116.40217008344068,3.4503043579819326]}"
Logging,1_2_429,"{""type"":""Point"",""coordinates"":[115.32812580748651,1.3566710598622855]}"
Logging,1_2_435,"{""type"":""Point"",""coordinates"":[116.26115563737187,-1.1298103627482035]}"
Logging,1_2_452,"{""type"":""Point"",""coordinates"":[114.90592077135675,1.0605564366556075]}"
Logging,1_2_457,"{""type"":""Point"",""coordinates"":[109.26157217161962,0.9386054374297099]}"
Logging,1_2_462,"{""type"":""Point"",""coordinates"":[115.00830082767965,-1.3897222232112942]}"
Logging,1_2_502,"{""type"":""Point"",""coordinates"":[116.91192609460063,3.179357197955815]}"
Logging,1_2_513,"{""type"":""Point"",""coordinates"":[112.67444175922562,1.0811793539399874]}"
Logging,1_2_532,"{""type"":""Point"",""coordinates"":[111.79250726834924,-1.0676250998354095]}"
Logging,1_2_536,"{""type"":""Point"",""coordinates"":[113.3557702633591,-1.0200654989484361]}"
Logging,1_2_549,"{""type"":""Point"",""coordinates"":[114.033111713194,-0.29344775005743573]}"
Logging,1_2_551,"{""type"":""Point"",""coordinates"":[116.40613618210082,-0.7406295633473778]}"
Logging,1_2_558,"{""type"":""Point"",""coordinates"":[114.17650300025818,-1.7938523019606163]}"
Logging,1_2_570,"{""type"":""Point"",""coordinates"":[116.84374626809182,2.8481875111685633]}"
Logging,1_2_575,"{""type"":""Point"",""coordinates"":[113.95593892209124,0.27199304662289575]}"
Logging,1_2_582,"{""type"":""Point"",""coordinates"":[113.6798094465075,-1.0443885073630428]}"
Logging,1_2_589,"{""type"":""Point"",""coordinates"":[114.47130485396211,-1.216643932102939]}"
Logging,1_2_595,"{""type"":""Point"",""coordinates"":[114.34437645106667,-0.05550210473646593]}"
Logging,1_2_597,"{""type"":""Point"",""coordinates"":[115.16181782733067,0.20903259725174456]}"
Logging,1_2_608,"{""type"":""Point"",""coordinates"":[114.2515569414697,-1.4175529594450902]}"
Logging,1_2_623,"{""type"":""Point"",""coordinates"":[115.5553353157623,0.685492295060951]}"
Logging,1_2_652,"{""type"":""Point"",""coordinates"":[113.08540907153369,-0.7448724208601654]}"
Logging,1_2_682,"{""type"":""Point"",""coordinates"":[117.54101418001487,1.6920476717438329]}"
Logging,1_2_704,"{""type"":""Point"",""coordinates"":[116.2808261702194,3.0578134336757334]}"
Logging,1_2_705,"{""type"":""Point"",""coordinates"":[115.8701379631295,-1.035102325980774]}"
Logging,1_2_712,"{""type"":""Point"",""coordinates"":[114.42486086862024,0.31225788611723343]}"
Logging,1_2_736,"{""type"":""Point"",""coordinates"":[109.71339059997821,-0.13283914729470753]}"
Logging,1_2_738,"{""type"":""Point"",""coordinates"":[116.4983391066408,3.274051360756072]}"
Logging,1_2_743,"{""type"":""Point"",""coordinates"":[115.73954308886279,1.3551126459743925]}"
Logging,1_2_755,"{""type"":""Point"",""coordinates"":[115.37248260243679,0.42307159061134353]}"
Logging,1_2_776,"{""type"":""Point"",""coordinates"":[112.312678741641,-1.563391601231982]}"
Logging,1_2_783,"{""type"":""Point"",""coordinates"":[112.53794256278444,0.873902563671836]}"
Logging,1_2_786,"{""type"":""Point"",""coordinates"":[112.2340292345839,-1.1702208118104014]}"
Logging,1_2_792,"{""type"":""Point"",""coordinates"":[114.37661877600283,-0.11688258118505324]}"
Logging,1_2_795,"{""type"":""Point"",""coordinates"":[115.43423384368677,-1.1102868311132361]}"
Logging,1_2_796,"{""type"":""Point"",""coordinates"":[116.49517281298624,-0.7672084638652438]}"
Logging,1_2_803,"{""type"":""Point"",""coordinates"":[117.17155021334281,2.922177341945456]}"
Logging,1_2_804,"{""type"":""Point"",""coordinates"":[110.71842866536593,-1.534295463685191]}"
Logging,1_2_819,"{""type"":""Point"",""coordinates"":[116.61527189061208,3.3653381792184134]}"
Logging,1_2_827,"{""type"":""Point"",""coordinates"":[114.74926477216522,1.0587547123803243]}"
Logging,1_2_835,"{""type"":""Point"",""coordinates"":[111.17625081087117,-1.1639207286947493]}"
Logging,1_2_842,"{""type"":""Point"",""coordinates"":[115.86088726222985,0.559412051830585]}"
Logging,1_2_850,"{""type"":""Point"",""coordinates"":[117.31856636695913,3.2738824407315765]}"
Logging,1_2_853,"{""type"":""Point"",""coordinates"":[113.36838139093834,-1.2704850332269007]}"
Logging,1_2_861,"{""type"":""Point"",""coordinates"":[111.23546514626622,-1.804643465643254]}"
Logging,1_2_870,"{""type"":""Point"",""coordinates"":[115.51344966535575,0.8127427479144982]}"
Logging,1_2_882,"{""type"":""Point"",""coordinates"":[113.3919380740183,-1.2320731660215656]}"
Logging,1_2_883,"{""type"":""Point"",""coordinates"":[116.44906275841322,-1.2354852587091882]}"
Logging,1_2_884,"{""type"":""Point"",""coordinates"":[114.25903593382024,0.09168706089956782]}"
Logging,1_2_887,"{""type"":""Point"",""coordinates"":[118.60684735483538,1.159758673946101]}"
Logging,1_2_891,"{""type"":""Point"",""coordinates"":[112.82180383152252,0.9408593240462988]}"
Logging,1_2_899,"{""type"":""Point"",""coordinates"":[115.689686485364,-1.257133194531208]}"
Logging,1_2_917,"{""type"":""Point"",""coordinates"":[117.05227095178792,2.5931510579487718]}"
Logging,1_2_928,"{""type"":""Point"",""coordinates"":[114.49910897319447,-1.25973158231462]}"
Logging,1_2_959,"{""type"":""Point"",""coordinates"":[113.17750192662922,-1.2274546989577455]}"
Logging,1_2_969,"{""type"":""Point"",""coordinates"":[111.36325919970773,1.0286748730997588]}"
Logging,1_2_996,"{""type"":""Point"",""coordinates"":[115.26837314734304,-1.5269643805818376]}"
Logging,1_2_1000,"{""type"":""Point"",""coordinates"":[112.63128122984641,1.059865732896888]}"
Logging,1_2_1019,"{""type"":""Point"",""coordinates"":[116.93707375740686,3.754941763067058]}"
Logging,1_2_1032,"{""type"":""Point"",""coordinates"":[113.60643201692298,-1.2155042406968954]}"
Logging,1_2_1038,"{""type"":""Point"",""coordinates"":[113.71627392654777,0.7426591597146898]}"
Logging,1_2_1046,"{""type"":""Point"",""coordinates"":[115.88262435041435,2.4041014429384493]}"
Logging,1_2_1048,"{""type"":""Point"",""coordinates"":[116.38098271100313,3.602850060563939]}"
Logging,1_2_1059,"{""type"":""Point"",""coordinates"":[115.48284184576838,-1.5348320945353846]}"
Logging,1_2_1064,"{""type"":""Point"",""coordinates"":[111.89455484032487,-0.9146077760981673]}"
Logging,1_2_1078,"{""type"":""Point"",""coordinates"":[112.2316529087147,-1.411713768842855]}"
Logging,1_2_1101,"{""type"":""Point"",""coordinates"":[111.64012337234792,0.8561479752534303]}"
Logging,1_2_1105,"{""type"":""Point"",""coordinates"":[113.1403556460971,0.035680395974729336]}"
Logging,1_2_1121,"{""type"":""Point"",""coordinates"":[111.78585063464095,-0.9831129289867601]}"
Logging,1_2_1133,"{""type"":""Point"",""coordinates"":[115.3033551339319,-0.8761082931913092]}"
Logging,1_2_1151,"{""type"":""Point"",""coordinates"":[116.62837456614494,3.025283311431224]}"
Logging,1_2_1158,"{""type"":""Point"",""coordinates"":[117.0973572284135,2.0147800608953608]}"
Logging,1_2_1166,"{""type"":""Point"",""coordinates"":[118.43320894515584,1.2040463184290622]}"
Logging,1_2_1167,"{""type"":""Point"",""coordinates"":[114.4397881339502,0.22994500358372663]}"
Logging,1_2_1186,"{""type"":""Point"",""coordinates"":[115.21585236962345,0.28029884618220713]}"
Logging,1_2_1193,"{""type"":""Point"",""coordinates"":[117.41258012833347,2.4070751752287656]}"
Logging,1_2_1195,"{""type"":""Point"",""coordinates"":[116.80331850357071,1.4993224518495676]}"
Logging,1_2_1196,"{""type"":""Point"",""coordinates"":[112.1388885115619,-1.4713400416862688]}"
Logging,1_2_1204,"{""type"":""Point"",""coordinates"":[111.81014320011442,-1.4377442691569968]}"
Logging,1_2_1218,"{""type"":""Point"",""coordinates"":[114.32166246051544,-0.9223913845581315]}"
Logging,1_2_1221,"{""type"":""Point"",""coordinates"":[109.3536299791221,1.0112641872684067]}"
Logging,1_2_1222,"{""type"":""Point"",""coordinates"":[116.86369294392044,2.2364322340938645]}"
Logging,1_2_1230,"{""type"":""Point"",""coordinates"":[115.88506501700311,0.8832023417211852]}"
Logging,1_2_1251,"{""type"":""Point"",""coordinates"":[118.16094450404158,1.0411690112444332]}"
Logging,1_2_1252,"{""type"":""Point"",""coordinates"":[112.50489783400548,-1.5387995163826982]}"
Logging,1_2_1258,"{""type"":""Point"",""coordinates"":[115.24232139969405,-0.08794410336859873]}"
Logging,1_2_1261,"{""type"":""Point"",""coordinates"":[116.76903065794893,2.9967790013223903]}"
Logging,1_2_1270,"{""type"":""Point"",""coordinates"":[115.98404426285327,3.0402625565797177]}"
Logging,1_2_1279,"{""type"":""Point"",""coordinates"":[117.23386735142395,2.3915557146029416]}"
Logging,1_2_1305,"{""type"":""Point"",""coordinates"":[117.12921720122425,3.5655530894568104]}"
Logging,1_2_1308,"{""type"":""Point"",""coordinates"":[118.54967925560854,1.2689863286935692]}"
Logging,1_2_1332,"{""type"":""Point"",""coordinates"":[117.48670051172468,3.8638576260786404]}"
Logging,1_2_1336,"{""type"":""Point"",""coordinates"":[117.070360037168,3.3341595299185536]}"
Logging,1_2_1344,"{""type"":""Point"",""coordinates"":[113.1047844187365,-1.0499315783335859]}"
Logging,1_2_1354,"{""type"":""Point"",""coordinates"":[113.37795199010819,-1.129734640559159]}"
Logging,1_2_1378,"{""type"":""Point"",""coordinates"":[112.17751842730058,-1.6382707117142374]}"
